Factuurnummer of Subset_sales_data_Prediction_beers,Factuurdatum,Identificatienummer,Naam of Subset_sales_data_Prediction_beers,Commerciële naam,Bedrijfscategorieën,Vertegenwoordiger,Land,Stad,Prijsklasse,Artikelnummer,Naam product,Productcategorieën,Aantal,Grondstof,Liter,Liter_clean,Year of Subset_sales_data_Prediction_beers,Factuurnummer of FINAL SubsetData_PredictionBeers,Naam of FINAL SubsetData_PredictionBeers,Year of FINAL SubsetData_PredictionBeers,N Rows,Sum(Liter_clean),Order_Size
202100060,09/12/2021,19,BierGro BV,BierGro BV,Distributeurs,Dennis de Leeuw,Nederland,Middenmeer,Korting 20%,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,1,Hoop Kaper Tropical - Summer Session IPA,1.98,1.98,2021,202100060,BierGro BV,2021,3,136.95,Regular
202100061,10/12/2021,9082,Jenowood B.V.,Jenowood B.V.,"B2B, Gifting relatiegeschenken",,Nederland,HEM,Standaard prijs,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",10,Hoop Bleke Nelis,39.6,39.6,2021,202100061,Jenowood B.V.,2021,1,39.6,Regular
202100062,12/12/2021,000471,G.C. vd.Steeg h.o.Mitra Slijterij Baarn,G.C. vd.Steeg h.o.Mitra Slijterij Baarn,Slijterij,,Nederland,BAARN,Monnik-Mitra,000220,Hoop Cadeauset 5x 5 fles Holiday Cheers,Cadeauset,1,Hoop Bleke Nelis,1.65,1.65,2021,202100062,G.C. vd.Steeg h.o.Mitra Slijterij Baarn,2021,2,5.61,Regular
202100062,12/12/2021,000471,G.C. vd.Steeg h.o.Mitra Slijterij Baarn,G.C. vd.Steeg h.o.Mitra Slijterij Baarn,Slijterij,,Nederland,BAARN,Monnik-Mitra,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96,3.96,2021,202100062,G.C. vd.Steeg h.o.Mitra Slijterij Baarn,2021,2,5.61,Regular
202100063,10/12/2021,421,Rue Du Saint,Rue Du Saint,"Retail, Speciaalzaak, Zaanstreek",Sjors Sombroek,Nederland,KROMMENIE,Korting 15%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92,7.92,2021,202100063,Rue Du Saint,2021,1,7.92,Regular
202100064,10/12/2021,20,De Keuken in,De Keuken in,"Retail, Speciaalzaak, Zaanstreek",Sjors Sombroek,Nederland,ASSENDELFT,Korting 15%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92,7.92,2021,202100064,De Keuken in,2021,1,7.92,Regular
202100065,09/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,3,Hoop Bleke Nelis,4.95,4.95,2021,202100065,Van Bieren Retail B.V.,2021,2,8.91,Regular
202100065,09/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96,3.96,2021,202100065,Van Bieren Retail B.V.,2021,2,8.91,Regular
202100066,09/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3,3.3,2021,202100066,Van Bieren Retail B.V.,2021,2,7.26,Regular
202100066,09/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,2,Hoop Bleke Nelis,3.96,3.96,2021,202100066,Van Bieren Retail B.V.,2021,2,7.26,Regular
202100068,09/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,4,Hoop Bleke Nelis,6.6,6.6,2021,202100068,Van Bieren Retail B.V.,2021,3,14.52,Regular
202100068,09/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,3,Hoop Kaper Tropical - Summer Session IPA,5.94,5.94,2021,202100068,Van Bieren Retail B.V.,2021,3,14.52,Regular
202100068,09/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,1,Hoop Bleke Nelis,1.98,1.98,2021,202100068,Van Bieren Retail B.V.,2021,3,14.52,Regular
202100069,09/12/2021,679,Craft Only / Scalabor Afdeling E-fulfilment,Craft Only / Scalabor Afdeling E-fulfilment,Webshop,,Nederland,ARNHEM,Standaard prijs,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",34,Hoop Bleke Nelis,134.64,134.64,2021,202100069,Craft Only / Scalabor Afdeling E-fulfilment,2021,1,134.64,Regular
202100070,10/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,3,Hoop Kaper Tropical - Summer Session IPA,5.94,5.94,2021,202100070,Van Bieren Retail B.V.,2021,2,11.88,Regular
202100070,10/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,3,Hoop Bleke Nelis,5.94,5.94,2021,202100070,Van Bieren Retail B.V.,2021,2,11.88,Regular
202100071,10/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3,3.3,2021,202100071,Van Bieren Retail B.V.,2021,2,5.28,Regular
202100071,10/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,1,Hoop Bleke Nelis,1.98,1.98,2021,202100071,Van Bieren Retail B.V.,2021,2,5.28,Regular
202100072,10/12/2021,23,Slijterij Drinks & Gifts,Slijterij Drinks & Gifts,"Slijterij, Zaanstreek",Dennis de Leeuw,Nederland,KROMMENIE,Korting 15%,000220,Hoop Cadeauset 5x 5 fles Holiday Cheers,Cadeauset,2,Hoop Bleke Nelis,3.3,3.3,2021,202100072,Slijterij Drinks & Gifts,2021,2,7.26,Regular
202100072,10/12/2021,23,Slijterij Drinks & Gifts,Slijterij Drinks & Gifts,"Slijterij, Zaanstreek",Dennis de Leeuw,Nederland,KROMMENIE,Korting 15%,000200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,2,Hoop Bleke Nelis,3.96,3.96,2021,202100072,Slijterij Drinks & Gifts,2021,2,7.26,Regular
202100073,10/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,2,Hoop Bleke Nelis,3.96,3.96,2021,202100073,Van Bieren Retail B.V.,2021,2,5.61,Regular
202100073,10/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,1,Hoop Bleke Nelis,1.65,1.65,2021,202100073,Van Bieren Retail B.V.,2021,2,5.61,Regular
202100074,10/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,1,Hoop Kaper Tropical - Summer Session IPA,1.98,1.98,2021,202100074,Van Bieren Retail B.V.,2021,2,3.63,Regular
202100074,10/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,1,Hoop Bleke Nelis,1.65,1.65,2021,202100074,Van Bieren Retail B.V.,2021,2,3.63,Regular
202100075,10/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,1,Hoop Kaper Tropical - Summer Session IPA,1.98,1.98,2021,202100075,Van Bieren Retail B.V.,2021,1,1.98,Regular
202100076,10/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96,3.96,2021,202100076,Van Bieren Retail B.V.,2021,1,3.96,Regular
202100077,10/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,4,Hoop Kaper Tropical - Summer Session IPA,7.92,7.92,2021,202100077,Van Bieren Retail B.V.,2021,1,7.92,Regular
202100078,06/12/2021,000467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,000200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,2,Hoop Bleke Nelis,3.96,3.96,2021,202100078,Van Bieren Retail,2021,3,31.35,Regular
202100078,06/12/2021,000467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,3,Hoop Kaper Tropical - Summer Session IPA,5.94,5.94,2021,202100078,Van Bieren Retail,2021,3,31.35,Regular
202100078,06/12/2021,000467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,13,Hoop Bleke Nelis,21.45,21.45,2021,202100078,Van Bieren Retail,2021,3,31.35,Regular
202100080,13/12/2021,151,Multi Bier BV,Multi Bier BV,Distributeurs,Dennis de Leeuw,Nederland,Helmond,Multibier,000220,Hoop Cadeauset 5x 5 fles Holiday Cheers,Cadeauset,10,Hoop Bleke Nelis,16.5,16.5,2021,202100080,Multi Bier BV,2021,2,159.06,Regular
202100080,13/12/2021,151,Multi Bier BV,Multi Bier BV,Distributeurs,Dennis de Leeuw,Nederland,Helmond,Multibier,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",36,Hoop Bleke Nelis,142.56,142.56,2021,202100080,Multi Bier BV,2021,2,159.06,Regular
202100086,14/12/2021,717,Local2local B.V.,Local2local B.V.,Distributeurs,,Nederland,HOUTEN,Local2Local,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,4,Hoop Bleke Nelis,6.6,6.6,2021,202100086,Local2local B.V.,2021,1,6.6,Regular
202100083,14/12/2021,9045,Boutique Hotel Zaan & Boutique Hotel,Boutique Hotel Zaan & Boutique Hotel,"Horeca, hotel, Zaanstreek",,Nederland,ZAANDIJK,Korting 15%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92,7.92,2021,202100083,Boutique Hotel Zaan & Boutique Hotel,2021,1,7.92,Regular
202100087,15/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96,3.96,2021,202100087,Van Bieren Retail B.V.,2021,2,7.26,Regular
202100087,15/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3,3.3,2021,202100087,Van Bieren Retail B.V.,2021,2,7.26,Regular
202100084,16/12/2021,698,Drinkhut B.V. Castricum,Drinkhut B.V. Castricum,"Fles, Noord Holland, Slijterij, Speciaalzaak",,Nederland,Castricum,Korting 12%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",1,Hoop Bleke Nelis,3.96,3.96,2021,202100084,Drinkhut B.V. Castricum,2021,1,3.96,Regular
202100085,16/12/2021,19,BierGro BV,BierGro BV,Distributeurs,Dennis de Leeuw,Nederland,Middenmeer,Korting 20%,000220,Hoop Cadeauset 5x 5 fles Holiday Cheers,Cadeauset,4,Hoop Bleke Nelis,6.6,6.6,2021,202100085,BierGro BV,2021,2,10.56,Regular
202100085,16/12/2021,19,BierGro BV,BierGro BV,Distributeurs,Dennis de Leeuw,Nederland,Middenmeer,Korting 20%,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96,3.96,2021,202100085,BierGro BV,2021,2,10.56,Regular
202100088,17/12/2021,285,Gall en Gall Westerwatering,Gall en Gall Westerwatering,"Slijterij, Zaanstreek",Sjors Sombroek,Nederland,ZAANDAM,Korting 15%,000220,Hoop Cadeauset 5x 5 fles Holiday Cheers,Cadeauset,3,Hoop Bleke Nelis,4.95,4.95,2021,202100088,Gall en Gall Westerwatering,2021,2,8.91,Regular
202100088,17/12/2021,285,Gall en Gall Westerwatering,Gall en Gall Westerwatering,"Slijterij, Zaanstreek",Sjors Sombroek,Nederland,ZAANDAM,Korting 15%,000200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,2,Hoop Bleke Nelis,3.96,3.96,2021,202100088,Gall en Gall Westerwatering,2021,2,8.91,Regular
202100089,17/12/2021,333,VVV Zaanstore,VVV Zaanstore,"Retail, Zaanstreek",Sjors Sombroek,Nederland,Zaandam,Korting 15%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",1,Hoop Bleke Nelis,3.96,3.96,2021,202100089,VVV Zaanstore,2021,1,3.96,Regular
202100092,17/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,1,Hoop Bleke Nelis,1.65,1.65,2021,202100092,Van Bieren Retail B.V.,2021,2,5.61,Regular
202100092,17/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96,3.96,2021,202100092,Van Bieren Retail B.V.,2021,2,5.61,Regular
202100093,17/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3,3.3,2021,202100093,Van Bieren Retail B.V.,2021,1,3.3,Regular
202100094,17/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,5,Hoop Kaper Tropical - Summer Session IPA,9.9,9.9,2021,202100094,Van Bieren Retail B.V.,2021,2,18.15,Regular
202100094,17/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,5,Hoop Bleke Nelis,8.25,8.25,2021,202100094,Van Bieren Retail B.V.,2021,2,18.15,Regular
202100095,15/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,3,Hoop Kaper Tropical - Summer Session IPA,5.94,5.94,2021,202100095,Van Bieren Retail B.V.,2021,1,5.94,Regular
202100096,17/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96,3.96,2021,202100096,Van Bieren Retail B.V.,2021,1,3.96,Regular
202100097,16/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96,3.96,2021,202100097,Van Bieren Retail B.V.,2021,1,3.96,Regular
202100099,10/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000195,Hoop Cadeauset 6x 4 fles Seasonal Summer,Cadeauset,1,Hoop Kaper Tropical - Summer Session IPA,1.98,1.98,2021,202100099,Van Bieren Retail B.V.,2021,2,3.63,Regular
202100099,10/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,1,Hoop Bleke Nelis,1.65,1.65,2021,202100099,Van Bieren Retail B.V.,2021,2,3.63,Regular
202100100,13/12/2021,000467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,000200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,1,Hoop Bleke Nelis,1.98,1.98,2021,202100100,Van Bieren Retail,2021,3,23.76,Regular
202100100,13/12/2021,000467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,6,Hoop Kaper Tropical - Summer Session IPA,11.88,11.88,2021,202100100,Van Bieren Retail,2021,3,23.76,Regular
202100100,13/12/2021,000467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,6,Hoop Bleke Nelis,9.9,9.9,2021,202100100,Van Bieren Retail,2021,3,23.76,Regular
202100101,21/12/2021,000467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,000200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,1,Hoop Bleke Nelis,1.98,1.98,2021,202100101,Van Bieren Retail,2021,2,3.96,Regular
202100101,21/12/2021,000467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,1,Hoop Kaper Tropical - Summer Session IPA,1.98,1.98,2021,202100101,Van Bieren Retail,2021,2,3.96,Regular
202100102,21/12/2021,90,LUST culinair genieten,LUST culinair genieten,"Catering, Zaanstreek",Sjors Sombroek,Nederland,WORMERVEER,Korting 15%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",4,Hoop Bleke Nelis,15.84,15.84,2021,202100102,LUST culinair genieten,2021,1,15.84,Regular
202100104,27/12/2021,000467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,10,Hoop Kaper Tropical - Summer Session IPA,19.8,19.8,2021,202100104,Van Bieren Retail,2021,2,36.3,Regular
202100104,27/12/2021,000467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,10,Hoop Bleke Nelis,16.5,16.5,2021,202100104,Van Bieren Retail,2021,2,36.3,Regular
202100105,24/12/2021,421,Rue Du Saint,Rue Du Saint,"Retail, Speciaalzaak, Zaanstreek",Sjors Sombroek,Nederland,KROMMENIE,Korting 15%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",1,Hoop Bleke Nelis,3.96,3.96,2021,202100105,Rue Du Saint,2021,1,3.96,Regular
202100107,30/12/2021,19,BierGro BV,BierGro BV,Distributeurs,Dennis de Leeuw,Nederland,Middenmeer,Korting 20%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",12,Hoop Bleke Nelis,47.52,47.52,2021,202100107,BierGro BV,2021,2,49.17,Regular
202100107,30/12/2021,19,BierGro BV,BierGro BV,Distributeurs,Dennis de Leeuw,Nederland,Middenmeer,Korting 20%,000220,Hoop Cadeauset 5x 5 fles Holiday Cheers,Cadeauset,1,Hoop Bleke Nelis,1.65,1.65,2021,202100107,BierGro BV,2021,2,49.17,Regular
202100108,30/12/2021,9074,Rijkhoff Wijnen en Wijnimport,Rijkhoff Wijnen en Wijnimport,"Retail, Speciaalzaak, Zaanstreek",,Nederland,WORMERVEER,Korting 12%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92,7.92,2021,202100108,Rijkhoff Wijnen en Wijnimport,2021,3,11.55,Regular
202100108,30/12/2021,9074,Rijkhoff Wijnen en Wijnimport,Rijkhoff Wijnen en Wijnimport,"Retail, Speciaalzaak, Zaanstreek",,Nederland,WORMERVEER,Korting 12%,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,1,Hoop Bleke Nelis,1.65,1.65,2021,202100108,Rijkhoff Wijnen en Wijnimport,2021,3,11.55,Regular
202100108,30/12/2021,9074,Rijkhoff Wijnen en Wijnimport,Rijkhoff Wijnen en Wijnimport,"Retail, Speciaalzaak, Zaanstreek",,Nederland,WORMERVEER,Korting 12%,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,1,Hoop Kaper Tropical - Summer Session IPA,1.98,1.98,2021,202100108,Rijkhoff Wijnen en Wijnimport,2021,3,11.55,Regular
202100109,30/12/2021,717,Local2local B.V.,Local2local B.V.,Distributeurs,,Nederland,HOUTEN,Local2Local,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,4,Hoop Bleke Nelis,6.6,6.6,2021,202100109,Local2local B.V.,2021,1,6.6,Regular
202100111,30/12/2021,21,Slijterij Saendyck,Slijterij Saendyck,"Retail, Slijterij, Zaanstreek",,Nederland,ZAANDIJK,Korting 12%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92,7.92,2021,202100111,Slijterij Saendyck,2021,1,7.92,Regular
202100112,30/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,3,Hoop Kaper Tropical - Summer Session IPA,5.94,5.94,2021,202100112,Van Bieren Retail B.V.,2021,1,5.94,Regular
202100113,30/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96,3.96,2021,202100113,Van Bieren Retail B.V.,2021,1,3.96,Regular
202100114,30/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,4,Hoop Kaper Tropical - Summer Session IPA,7.92,7.92,2021,202100114,Van Bieren Retail B.V.,2021,1,7.92,Regular
202100115,31/12/2021,000467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3,3.3,2021,202100115,Van Bieren Retail,2021,1,3.3,Regular
202100116,22/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,3,Hoop Bleke Nelis,5.94,5.94,2021,202100116,Van Bieren Retail B.V.,2021,1,5.94,Regular
