Factuurnummer of Subset_sales_data_Prediction_beers,Factuurdatum,Identificatienummer,Naam of Subset_sales_data_Prediction_beers,Commerciële naam,Bedrijfscategorieën,Vertegenwoordiger,Land,Stad,Prijsklasse,Artikelnummer,Naam product,Productcategorieën,Aantal,Grondstof,Liter,Liter_clean,Year of Subset_sales_data_Prediction_beers,Factuurnummer of FINAL SubsetData_PredictionBeers,Naam of FINAL SubsetData_PredictionBeers,Year of FINAL SubsetData_PredictionBeers,N Rows,Sum(Liter_clean),Order_Size
202100003,29/11/2021,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,000104,Hoop Bleke Nelis dolium 20L,"Bier in dolium (one-way keg), Kern",1,Hoop Bleke Nelis,20,20,2021,202100003,Restaurant | Hoop doet Eten,2021,1,20,Regular
202100004,29/11/2021,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000057,"Hoop Seasonal Summer Session IPA doos 12fles/0,33l","Bier in fles, Seasonal",2,Hoop Kaper Tropical - Summer Session IPA,7.92,7.92,2021,202100004,Winkel | Hoop doet Eten,2021,5,30.36,Regular
202100004,29/11/2021,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000220,Hoop Cadeauset 5x 5 fles Holiday Cheers,Cadeauset,7,Hoop Bleke Nelis,11.55,11.55,2021,202100004,Winkel | Hoop doet Eten,2021,5,30.36,Regular
202100004,29/11/2021,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000220,Hoop Cadeauset 5x 5 fles Holiday Cheers,Cadeauset,3,Hoop Bleke Nelis,4.95,4.95,2021,202100004,Winkel | Hoop doet Eten,2021,5,30.36,Regular
202100004,29/11/2021,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,1,Hoop Bleke Nelis,1.98,1.98,2021,202100004,Winkel | Hoop doet Eten,2021,5,30.36,Regular
202100004,29/11/2021,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96,3.96,2021,202100004,Winkel | Hoop doet Eten,2021,5,30.36,Regular
202100005,29/11/2021,651,Gall & Gall Castricum,Gall & Gall Castricum,Slijterij,Sjors Sombroek,Nederland,CASTRICUM,Gall & Gall franchise,000220,Hoop Cadeauset 5x 5 fles Holiday Cheers,Cadeauset,2,Hoop Bleke Nelis,3.3,3.3,2021,202100005,Gall & Gall Castricum,2021,2,7.26,Regular
202100005,29/11/2021,651,Gall & Gall Castricum,Gall & Gall Castricum,Slijterij,Sjors Sombroek,Nederland,CASTRICUM,Gall & Gall franchise,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96,3.96,2021,202100005,Gall & Gall Castricum,2021,2,7.26,Regular
202100006,29/11/2021,610,Gall&Gall Oudorperplein Alkmaar5112,Gall&Gall Oudorperplein Alkmaar5112,Slijterij,Sjors Sombroek,Nederland,ALKMAAR,Gall & Gall franchise,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,3,Hoop Bleke Nelis,4.95,4.95,2021,202100006,Gall&Gall Oudorperplein Alkmaar5112,2021,2,10.89,Regular
202100006,29/11/2021,610,Gall&Gall Oudorperplein Alkmaar5112,Gall&Gall Oudorperplein Alkmaar5112,Slijterij,Sjors Sombroek,Nederland,ALKMAAR,Gall & Gall franchise,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,3,Hoop Kaper Tropical - Summer Session IPA,5.94,5.94,2021,202100006,Gall&Gall Oudorperplein Alkmaar5112,2021,2,10.89,Regular
202100007,29/11/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,10,Hoop Bleke Nelis,16.5,16.5,2021,202100007,Van Bieren Retail B.V.,2021,1,16.5,Regular
202100009,30/11/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3,3.3,2021,202100009,Van Bieren Retail B.V.,2021,1,3.3,Regular
202100010,29/11/2021,476,SPAR linnenbank,SPAR linnenbank,"Keten, Zaanstreek",Sjors Sombroek,Nederland,ZAANDIJK,Korting 20%,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,1,Hoop Kaper Tropical - Summer Session IPA,1.98,1.98,2021,202100010,SPAR linnenbank,2021,2,3.63,Regular
202100010,29/11/2021,476,SPAR linnenbank,SPAR linnenbank,"Keten, Zaanstreek",Sjors Sombroek,Nederland,ZAANDIJK,Korting 20%,000220,Hoop Cadeauset 5x 5 fles Holiday Cheers,Cadeauset,1,Hoop Bleke Nelis,1.65,1.65,2021,202100010,SPAR linnenbank,2021,2,3.63,Regular
202100011,30/11/2021,271,Restaurant De Kraai B.V.,Restaurant De Kraai B.V.,"Restaurant, Zaanstreek",Dennis de Leeuw,Nederland,ZAANDAM,Korting 15%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92,7.92,2021,202100011,Restaurant De Kraai B.V.,2021,1,7.92,Regular
202100012,24/11/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,8,Hoop Bleke Nelis,13.2,13.2,2021,202100012,Van Bieren Retail B.V.,2021,1,13.2,Regular
202100013,26/11/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,5,Hoop Bleke Nelis,8.25,8.25,2021,202100013,Van Bieren Retail B.V.,2021,3,22.11,Regular
202100013,26/11/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,4,Hoop Kaper Tropical - Summer Session IPA,7.92,7.92,2021,202100013,Van Bieren Retail B.V.,2021,3,22.11,Regular
202100013,26/11/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,3,Hoop Bleke Nelis,5.94,5.94,2021,202100013,Van Bieren Retail B.V.,2021,3,22.11,Regular
202100014,25/11/2021,151,Multi Bier BV,Multi Bier BV,Distributeurs,Dennis de Leeuw,Nederland,Helmond,Multibier,000220,Hoop Cadeauset 5x 5 fles Holiday Cheers,Cadeauset,15,Hoop Bleke Nelis,24.75,24.75,2021,202100014,Multi Bier BV,2021,1,24.75,Regular
202100017,26/11/2021,608,De Koffiezaak Verskade B.V.,De Koffiezaak Verskade B.V.,"Retail, Speciaalzaak, Zaanstreek",,Nederland,ZAANDAM,Korting 15%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",4,Hoop Bleke Nelis,15.84,15.84,2021,202100017,De Koffiezaak Verskade B.V.,2021,1,15.84,Regular
202100018,01/12/2021,333,VVV Zaanstore,VVV Zaanstore,"Retail, Zaanstreek",Sjors Sombroek,Nederland,Zaandam,Korting 15%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",7,Hoop Bleke Nelis,27.72,27.72,2021,202100018,VVV Zaanstore,2021,1,27.72,Regular
202100019,25/11/2021,333,VVV Zaanstore,VVV Zaanstore,"Retail, Zaanstreek",Sjors Sombroek,Nederland,Zaandam,Korting 15%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",3,Hoop Bleke Nelis,11.88,11.88,2021,202100019,VVV Zaanstore,2021,1,11.88,Regular
202100020,25/11/2021,23,Slijterij Drinks & Gifts,Slijterij Drinks & Gifts,"Slijterij, Zaanstreek",Dennis de Leeuw,Nederland,KROMMENIE,Korting 15%,000200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,2,Hoop Bleke Nelis,3.96,3.96,2021,202100020,Slijterij Drinks & Gifts,2021,2,7.92,Regular
202100020,25/11/2021,23,Slijterij Drinks & Gifts,Slijterij Drinks & Gifts,"Slijterij, Zaanstreek",Dennis de Leeuw,Nederland,KROMMENIE,Korting 15%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",1,Hoop Bleke Nelis,3.96,3.96,2021,202100020,Slijterij Drinks & Gifts,2021,2,7.92,Regular
202100021,25/11/2021,23,Slijterij Drinks & Gifts,Slijterij Drinks & Gifts,"Slijterij, Zaanstreek",Dennis de Leeuw,Nederland,KROMMENIE,Korting 15%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",19,Hoop Bleke Nelis,75.24,75.24,2021,202100021,Slijterij Drinks & Gifts,2021,1,75.24,Regular
202100023,30/11/2021,000465,Contant,Contant,Eigen groep,,Nederland,Lagedijk,Standaard prijs,000104,Hoop Bleke Nelis dolium 20L,"Bier in dolium (one-way keg), Kern",1,Hoop Bleke Nelis,20,20,2021,202100023,Contant,2021,1,20,Regular
202100024,26/11/2021,20,De Keuken in,De Keuken in,"Retail, Speciaalzaak, Zaanstreek",Sjors Sombroek,Nederland,ASSENDELFT,Korting 15%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92,7.92,2021,202100024,De Keuken in,2021,1,7.92,Regular
202100025,01/12/2021,34223651,Zijlweg Supermarkten B.V.,Gall & Gall Haarlem Spoorwegstraat 1,Slijterij,,Nederland,Haarlem,Gall & Gall franchise,000220,Hoop Cadeauset 5x 5 fles Holiday Cheers,Cadeauset,3,Hoop Bleke Nelis,4.95,4.95,2021,202100025,Zijlweg Supermarkten B.V.,2021,1,4.95,Regular
202100026,03/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,4,Hoop Bleke Nelis,6.6,6.6,2021,202100026,Van Bieren Retail B.V.,2021,2,10.56,Regular
202100026,03/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96,3.96,2021,202100026,Van Bieren Retail B.V.,2021,2,10.56,Regular
202100028,03/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,4,Hoop Bleke Nelis,6.6,6.6,2021,202100028,Van Bieren Retail B.V.,2021,1,6.6,Regular
202100029,03/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,4,Hoop Bleke Nelis,6.6,6.6,2021,202100029,Van Bieren Retail B.V.,2021,2,16.5,Regular
202100029,03/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,5,Hoop Bleke Nelis,9.9,9.9,2021,202100029,Van Bieren Retail B.V.,2021,2,16.5,Regular
202100030,03/12/2021,711,Gall & Gall Goudenregenplein,Gall & Gall Goudenregenplein,Slijterij,,Nederland,'S-GRAVENHAGE,Gall & Gall franchise,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3,3.3,2021,202100030,Gall & Gall Goudenregenplein,2021,4,20.13,Regular
202100030,03/12/2021,711,Gall & Gall Goudenregenplein,Gall & Gall Goudenregenplein,Slijterij,,Nederland,'S-GRAVENHAGE,Gall & Gall franchise,000200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,3,Hoop Bleke Nelis,5.94,5.94,2021,202100030,Gall & Gall Goudenregenplein,2021,4,20.13,Regular
202100030,03/12/2021,711,Gall & Gall Goudenregenplein,Gall & Gall Goudenregenplein,Slijterij,,Nederland,'S-GRAVENHAGE,Gall & Gall franchise,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,3,Hoop Kaper Tropical - Summer Session IPA,5.94,5.94,2021,202100030,Gall & Gall Goudenregenplein,2021,4,20.13,Regular
202100030,03/12/2021,711,Gall & Gall Goudenregenplein,Gall & Gall Goudenregenplein,Slijterij,,Nederland,'S-GRAVENHAGE,Gall & Gall franchise,000220,Hoop Cadeauset 5x 5 fles Holiday Cheers,Cadeauset,3,Hoop Bleke Nelis,4.95,4.95,2021,202100030,Gall & Gall Goudenregenplein,2021,4,20.13,Regular
202100031,03/12/2021,9130,Hardloopteam Zaanstreek Kennemerland,Hardloopteam Zaanstreek Kennemerland,"B2B, Gifting relatiegeschenken",,Nederland,N/A,Standaard prijs,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",14,Hoop Bleke Nelis,55.44,55.44,2021,202100031,Hardloopteam Zaanstreek Kennemerland,2021,1,55.44,Regular
202100032,02/12/2021,19,BierGro BV,BierGro BV,Distributeurs,Dennis de Leeuw,Nederland,Middenmeer,Korting 20%,000220,Hoop Cadeauset 5x 5 fles Holiday Cheers,Cadeauset,1,Hoop Bleke Nelis,1.65,1.65,2021,202100032,BierGro BV,2021,1,1.65,Regular
202100033,03/12/2021,720,Gall & Gall Nieuwkoop,Gall & Gall Nieuwkoop,Slijterij,,Nederland,NIEUWKOOP,Gall & Gall franchise,000220,Hoop Cadeauset 5x 5 fles Holiday Cheers,Cadeauset,1,Hoop Bleke Nelis,1.65,1.65,2021,202100033,Gall & Gall Nieuwkoop,2021,2,3.63,Regular
202100033,03/12/2021,720,Gall & Gall Nieuwkoop,Gall & Gall Nieuwkoop,Slijterij,,Nederland,NIEUWKOOP,Gall & Gall franchise,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,1,Hoop Kaper Tropical - Summer Session IPA,1.98,1.98,2021,202100033,Gall & Gall Nieuwkoop,2021,2,3.63,Regular
202100034,02/12/2021,435,Monnik Dranken,Monnik Dranken,Distributeurs,Dennis de Leeuw,Nederland,OLDENZAAL,Korting 25%,000220,Hoop Cadeauset 5x 5 fles Holiday Cheers,Cadeauset,5,Hoop Bleke Nelis,8.25,8.25,2021,202100034,Monnik Dranken,2021,1,8.25,Regular
202100035,06/12/2021,21,Slijterij Saendyck,Slijterij Saendyck,"Retail, Slijterij, Zaanstreek",,Nederland,ZAANDIJK,Korting 12%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92,7.92,2021,202100035,Slijterij Saendyck,2021,1,7.92,Regular
202100036,02/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,5,Hoop Bleke Nelis,8.25,8.25,2021,202100036,Van Bieren Retail B.V.,2021,3,18.15,Regular
202100036,02/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,3,Hoop Kaper Tropical - Summer Session IPA,5.94,5.94,2021,202100036,Van Bieren Retail B.V.,2021,3,18.15,Regular
202100036,02/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,2,Hoop Bleke Nelis,3.96,3.96,2021,202100036,Van Bieren Retail B.V.,2021,3,18.15,Regular
202100037,02/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,1,Hoop Bleke Nelis,1.98,1.98,2021,202100037,Van Bieren Retail B.V.,2021,2,5.94,Regular
202100037,02/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96,3.96,2021,202100037,Van Bieren Retail B.V.,2021,2,5.94,Regular
202100039,29/11/2021,9130,Hardloopteam Zaanstreek Kennemerland,Hardloopteam Zaanstreek Kennemerland,"B2B, Gifting relatiegeschenken",,Nederland,N/A,Standaard prijs,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",13,Hoop Bleke Nelis,51.48,51.48,2021,202100039,Hardloopteam Zaanstreek Kennemerland,2021,1,51.48,Regular
202100040,01/12/2021,9131,Broekhof Hout B.V.,Broekhof Hout B.V.,B2B,,Nederland,DE ZILK,Standaard prijs,000220,Hoop Cadeauset 5x 5 fles Holiday Cheers,Cadeauset,10,Hoop Bleke Nelis,16.5,16.5,2021,202100040,Broekhof Hout B.V.,2021,1,16.5,Regular
202100041,02/12/2021,90,LUST culinair genieten,LUST culinair genieten,"Catering, Zaanstreek",Sjors Sombroek,Nederland,WORMERVEER,Korting 15%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92,7.92,2021,202100041,LUST culinair genieten,2021,1,7.92,Regular
202100042,02/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,4,Hoop Bleke Nelis,6.6,6.6,2021,202100042,Van Bieren Retail B.V.,2021,1,6.6,Regular
202100043,25/11/2021,19,BierGro BV,BierGro BV,Distributeurs,Dennis de Leeuw,Nederland,Middenmeer,Korting 20%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",4,Hoop Bleke Nelis,15.84,15.84,2021,202100043,BierGro BV,2021,5,29.04,Regular
202100043,25/11/2021,19,BierGro BV,BierGro BV,Distributeurs,Dennis de Leeuw,Nederland,Middenmeer,Korting 20%,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,1,Hoop Bleke Nelis,1.65,1.65,2021,202100043,BierGro BV,2021,5,29.04,Regular
202100043,25/11/2021,19,BierGro BV,BierGro BV,Distributeurs,Dennis de Leeuw,Nederland,Middenmeer,Korting 20%,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,1,Hoop Kaper Tropical - Summer Session IPA,1.98,1.98,2021,202100043,BierGro BV,2021,5,29.04,Regular
202100043,25/11/2021,19,BierGro BV,BierGro BV,Distributeurs,Dennis de Leeuw,Nederland,Middenmeer,Korting 20%,000220,Hoop Cadeauset 5x 5 fles Holiday Cheers,Cadeauset,1,Hoop Bleke Nelis,1.65,1.65,2021,202100043,BierGro BV,2021,5,29.04,Regular
202100043,25/11/2021,19,BierGro BV,BierGro BV,Distributeurs,Dennis de Leeuw,Nederland,Middenmeer,Korting 20%,000141,"Hoop Bleke Nelis doos 24blikken/0,33l one way",Bier in blik,1,Hoop Bleke Nelis,7.92,7.92,2021,202100043,BierGro BV,2021,5,29.04,Regular
202100044,07/12/2021,282,Beer & Selected Beverages eesv (BSB),Beer & Selected Beverages eesv (BSB),Distributeurs,Dennis de Leeuw,Nederland,Etten-Leur,BSB,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",18,Hoop Bleke Nelis,71.28,71.28,2021,202100044,Beer & Selected Beverages eesv (BSB),2021,1,71.28,Regular
202100046,30/11/2021,6,PROUDdesign,PROUDdesign,Particulieren,,Nederland,Halfweg NH,Korting 16%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",1,Hoop Bleke Nelis,3.96,3.96,2021,202100046,PROUDdesign,2021,1,3.96,Regular
202100047,29/11/2021,000467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96,3.96,2021,202100047,Van Bieren Retail,2021,2,5.61,Regular
202100047,29/11/2021,000467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,1,Hoop Bleke Nelis,1.65,1.65,2021,202100047,Van Bieren Retail,2021,2,5.61,Regular
202100050,07/12/2021,90,LUST culinair genieten,LUST culinair genieten,"Catering, Zaanstreek",Sjors Sombroek,Nederland,WORMERVEER,Korting 15%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",6,Hoop Bleke Nelis,23.76,23.76,2021,202100050,LUST culinair genieten,2021,1,23.76,Regular
202100051,09/12/2021,655,Weernekers sup. Almere Waterwijk BV,Gall & Gall Almere,Retail,,Nederland,ALMERE,Gall & Gall franchise,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96,3.96,2021,202100051,Weernekers sup. Almere Waterwijk BV,2021,1,3.96,Regular
202100052,08/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,1,Hoop Kaper Tropical - Summer Session IPA,1.98,1.98,2021,202100052,Van Bieren Retail B.V.,2021,1,1.98,Regular
202100053,09/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96,3.96,2021,202100053,Van Bieren Retail B.V.,2021,1,3.96,Regular
202100054,09/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96,3.96,2021,202100054,Van Bieren Retail B.V.,2021,1,3.96,Regular
202100055,09/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,1,Hoop Kaper Tropical - Summer Session IPA,1.98,1.98,2021,202100055,Van Bieren Retail B.V.,2021,1,1.98,Regular
202100057,09/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,5,Hoop Bleke Nelis,8.25,8.25,2021,202100057,Van Bieren Retail B.V.,2021,2,12.21,Regular
202100057,09/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96,3.96,2021,202100057,Van Bieren Retail B.V.,2021,2,12.21,Regular
202100058,09/12/2021,639,C'est Bon Heemstede,C'est Bon Heemstede,"Retail, Speciaalzaak",,Nederland,HEEMSTEDE,Standaard prijs,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,3,Hoop Bleke Nelis,4.95,4.95,2021,202100058,C'est Bon Heemstede,2021,4,14.19,Regular
202100058,09/12/2021,639,C'est Bon Heemstede,C'est Bon Heemstede,"Retail, Speciaalzaak",,Nederland,HEEMSTEDE,Standaard prijs,000200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,2,Hoop Bleke Nelis,3.96,3.96,2021,202100058,C'est Bon Heemstede,2021,4,14.19,Regular
202100058,09/12/2021,639,C'est Bon Heemstede,C'est Bon Heemstede,"Retail, Speciaalzaak",,Nederland,HEEMSTEDE,Standaard prijs,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,1,Hoop Kaper Tropical - Summer Session IPA,1.98,1.98,2021,202100058,C'est Bon Heemstede,2021,4,14.19,Regular
202100058,09/12/2021,639,C'est Bon Heemstede,C'est Bon Heemstede,"Retail, Speciaalzaak",,Nederland,HEEMSTEDE,Standaard prijs,000220,Hoop Cadeauset 5x 5 fles Holiday Cheers,Cadeauset,2,Hoop Bleke Nelis,3.3,3.3,2021,202100058,C'est Bon Heemstede,2021,4,14.19,Regular
202100059,09/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,6,Hoop Kaper Tropical - Summer Session IPA,11.88,11.88,2021,202100059,Van Bieren Retail B.V.,2021,2,18.48,Regular
202100059,09/12/2021,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,4,Hoop Bleke Nelis,6.6,6.6,2021,202100059,Van Bieren Retail B.V.,2021,2,18.48,Regular
202100060,09/12/2021,19,BierGro BV,BierGro BV,Distributeurs,Dennis de Leeuw,Nederland,Middenmeer,Korting 20%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",32,Hoop Bleke Nelis,126.72,126.72,2021,202100060,BierGro BV,2021,3,136.95,Regular
202100060,09/12/2021,19,BierGro BV,BierGro BV,Distributeurs,Dennis de Leeuw,Nederland,Middenmeer,Korting 20%,000220,Hoop Cadeauset 5x 5 fles Holiday Cheers,Cadeauset,5,Hoop Bleke Nelis,8.25,8.25,2021,202100060,BierGro BV,2021,3,136.95,Regular
